source_id,url_to_file,source_instantiation_portion,source_title,source_type,source_url,file_type,file_format,file_format_@id
85.0,https://db.simssa.ca/files/501,197.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/502,198.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/503,199.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/330,2.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/504,200.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/505,201.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/506,202.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/507,203.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/508,204.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/509,205.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/510,206.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/511,207.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/512,208.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/513,209.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/514,210.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/515,211.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/518,214.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/519,215.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/520,216.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/521,217.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/522,218.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/523,219.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/524,220.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/525,221.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/526,222.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/527,223.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/528,224.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/529,225.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/530,226.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/531,227.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/532,228.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/533,229.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/534,230.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/535,231.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/536,232.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/537,233.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/538,234.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/539,235.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/540,236.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/542,238.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/543,239.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/344,24.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/544,240.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/547,243.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/548,244.0,Josquin Research Project,DIGITAL,,sym,.xml,https://www.wikidata.org/wiki/Q2115
85.0,https://db.simssa.ca/files/549,246.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/550,248.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/345,25.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/551,250.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/552,251.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/553,252.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/554,254.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/555,256.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/556,257.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/557,259.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/346,26.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/558,260.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/559,261.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/560,262.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/561,263.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/562,264.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/563,265.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/564,267.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/565,268.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/566,269.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/567,270.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/568,271.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/569,272.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/570,273.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/571,274.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/572,277.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/573,278.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/574,279.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/575,280.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/576,281.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/577,282.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/578,283.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/579,284.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/580,286.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/581,288.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/582,289.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/348,29.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/583,290.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/584,291.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/585,292.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/586,293.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/587,294.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/588,295.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/589,296.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/590,297.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/591,298.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/592,299.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/331,3.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/349,30.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/593,300.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/594,301.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/595,302.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/596,303.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/597,304.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/598,305.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/599,306.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/600,307.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/601,308.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/602,309.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/350,31.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/603,310.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/604,311.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/605,312.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/606,313.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/607,314.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/608,315.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/609,316.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/610,317.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/611,318.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/612,319.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/351,32.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/613,320.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/614,321.0,Josquin Research Project,DIGITAL,,sym,.mid,https://www.wikidata.org/wiki/Q10610388
85.0,https://db.simssa.ca/files/615,322.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/616,323.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/617,324.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/618,325.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/619,326.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/620,327.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/621,328.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/622,329.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/352,33.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/623,330.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/624,331.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/625,332.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/626,333.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/627,334.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/628,335.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/629,336.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/630,337.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/631,338.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/632,339.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/353,34.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/633,340.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/634,341.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/635,342.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/636,343.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/637,344.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/638,345.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/639,346.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/640,347.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/641,348.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/642,349.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/354,35.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/643,350.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/644,351.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/645,352.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/646,353.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/647,354.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/648,355.0,Josquin Research Project,DIGITAL,,sym,.pdf,https://www.wikidata.org/wiki/Q42332
85.0,https://db.simssa.ca/files/649,356.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/650,357.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/651,358.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/652,359.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/653,360.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/654,361.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/655,362.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/656,363.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/657,364.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/658,365.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/659,366.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/660,367.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/661,368.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/662,369.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/356,37.0,Josquin Research Project,DIGITAL,,sym,.sib,https://www.wikidata.org/wiki/Q27967347
85.0,https://db.simssa.ca/files/663,370.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/664,371.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/665,372.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
85.0,https://db.simssa.ca/files/666,373.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn
